Supplementary_Table2: Summary of random mutation data (ART-Random),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
id,sample,chr13_count,chr13_prob,chr18_count,chr18_prob,chr21_count,chr21_prob,chrX_count,chrX_prob,chrY_count,chrY_prob,total,coverage,trisomy,Z_score_CHR13,Z_score_CHR18,Z_score_CHR21
589,sample_589,955,0.04119931,1525,0.065789474,958,0.041328732,929,0.040077653,955,0.04119931,23180,0.329799,0,0.100372989,2.513973249,-0.019852177
590,sample_590,444,0.040585009,1014,0.092687386,435,0.03976234,419,0.038299817,445,0.040676417,10940,0.150882,18,0.038609405,5.278120002,-0.181585954
591,sample_591,424,0.038756856,985,0.090036563,422,0.03857404,448,0.04095064,412,0.037659963,10940,0.150882,18,-0.145198514,5.005709904,-0.304280824
592,sample_592,371,0.037718585,946,0.096177308,376,0.038226922,371,0.037718585,399,0.04056527,9836,0.134949,18,-0.249589303,5.636759619,-0.340121682
593,sample_593,375,0.038125254,961,0.097702318,402,0.040870272,405,0.041175275,403,0.04097194,9836,0.134949,18,-0.208701572,5.793476314,-0.067189213
594,sample_594,1281,0.041381315,1842,0.059503812,1274,0.041155188,1263,0.040799845,1281,0.041381315,30956,0.443428,0,0.118672372,1.868031226,-0.037770985
595,sample_595,485,0.038431062,1094,0.086687797,496,0.039302694,492,0.038985737,503,0.039857369,12620,0.175549,18,-0.177954775,4.661576112,-0.22904552
596,sample_596,505,0.040015848,1054,0.083518225,522,0.041362916,520,0.041204437,516,0.04088748,12620,0.175549,18,-0.018615739,4.335857059,-0.01632256
597,sample_597,971,0.041206926,1545,0.065566118,960,0.040740112,977,0.041461552,967,0.041037175,23564,0.33538,0,0.101138731,2.491020225,-0.080628597
598,sample_598,955,0.040527924,1541,0.065396367,951,0.040358173,959,0.040697674,946,0.040145985,23564,0.33538,0,0.032869893,2.473575926,-0.120064689
599,sample_599,1085,0.04015544,1688,0.062472243,1117,0.041339748,1089,0.040303479,1096,0.040562546,27020,0.3854,0,-0.004580694,2.173080134,-0.018714679
600,sample_600,1245,0.041307233,1799,0.059688122,1228,0.040743198,1222,0.040544127,1239,0.041108162,30140,0.431303,0,0.1112239,1.88697175,-0.080309922
601,sample_601,1284,0.040970006,1844,0.058838545,1284,0.040970006,1289,0.041129547,1300,0.041480536,31340,0.448658,0,0.077318156,1.799665501,-0.056891442
606,sample_606,1221,0.04031832,1817,0.059998679,1223,0.040384361,1254,0.041408004,1258,0.041540087,30284,0.433176,0,0.011795687,1.918885949,-0.117360725
607,sample_607,704,0.041324255,1243,0.072963137,703,0.041265555,672,0.039445879,694,0.040737262,17036,0.240112,18,0.112935303,3.251170166,-0.026375292
608,sample_608,674,0.039563278,1241,0.072845738,674,0.039563278,669,0.039269782,690,0.040502465,17036,0.240112,18,-0.064118463,3.239105789,-0.202139622
609,sample_609,724,0.039701689,1307,0.071671419,737,0.040414565,742,0.040688748,725,0.039756526,18236,0.257651,0,-0.050202195,3.11842762,-0.114242169
610,sample_610,345,0.037845546,934,0.102457218,363,0.039820097,346,0.037955244,375,0.041136463,9116,0.124859,18,-0.236824222,6.282110582,-0.175622454
611,sample_611,365,0.040039491,910,0.099824484,364,0.039929794,348,0.038174638,367,0.040258885,9116,0.124859,18,-0.016238588,6.01155939,-0.164295945
612,sample_612,887,0.041163913,1429,0.06631706,874,0.040560609,890,0.041303137,882,0.040931873,21548,0.305715,0,0.096814109,2.568190277,-0.099162739
613,sample_613,864,0.040096529,1451,0.067338036,886,0.041117505,889,0.041256729,870,0.040374977,21548,0.305715,0,-0.010503853,2.673110267,-0.041661837
614,sample_614,1124,0.041305306,1672,0.061443481,1109,0.040754079,1111,0.040827576,1126,0.041378803,27212,0.388476,0,0.111030211,2.067360068,-0.079186465
616,sample_616,647,0.039193118,1230,0.074509329,679,0.041131573,652,0.039496002,652,0.039496002,16508,0.232165,18,-0.101335362,3.410063592,-0.040209337
617,sample_617,674,0.040828689,1255,0.076023746,647,0.039193118,675,0.040889266,655,0.039677732,16508,0.232165,18,0.063109704,3.565691713,-0.240359475
618,sample_618,1371,0.041399928,1921,0.058008214,1358,0.041007368,1374,0.041490518,1350,0.040765793,33116,0.474948,0,0.120543689,1.714337021,-0.053033759
619,sample_619,678,0.039575064,1264,0.073780061,680,0.039691805,695,0.040567359,691,0.040333878,17132,0.241719,18,-0.06293342,3.335120821,-0.188868889
620,sample_620,935,0.041189427,1501,0.066123348,920,0.040528634,906,0.039911894,907,0.039955947,22700,0.322887,0,0.09937938,2.548283631,-0.102464186
621,sample_621,826,0.041275235,1390,0.069458325,797,0.039826104,817,0.040825505,819,0.040925445,20012,0.283544,0,0.108006722,2.891000412,-0.175002133
622,sample_622,810,0.040475715,1364,0.068159105,825,0.041225265,792,0.039576254,825,0.041225265,20012,0.283544,0,0.027620608,2.75748685,-0.03053538
623,sample_623,997,0.039950313,1580,0.063311428,1034,0.041432922,1035,0.041472992,1016,0.040711653,24956,0.355813,0,-0.025204851,2.259318478,-0.009094275
624,sample_624,553,0.040578221,1112,0.081596713,547,0.040137951,537,0.039404168,540,0.039624303,13628,0.190751,18,0.037926936,4.138394065,-0.142803172
625,sample_625,559,0.041018491,1115,0.081816848,557,0.040871735,554,0.0406516,544,0.039917816,13628,0.190751,18,0.082192976,4.1610161,-0.067038238
626,sample_626,581,0.040766208,1131,0.079357283,583,0.040906539,559,0.039222565,564,0.039573393,14252,0.199703,18,0.056827695,3.908260527,-0.06344456
627,sample_627,680,0.039803325,1280,0.074923905,672,0.03933505,707,0.041383751,670,0.039217982,17084,0.240495,18,-0.039983436,3.452667291,-0.225704663
628,sample_628,678,0.039686256,1280,0.074923905,669,0.039159447,688,0.040271599,669,0.039159447,17084,0.240495,18,-0.051753856,3.452667291,-0.243836093
629,sample_629,543,0.039844438,1119,0.082110361,551,0.040431465,530,0.03889052,563,0.041312005,13628,0.190235,18,-0.035849797,4.191178812,-0.112497199
630,sample_630,1031,0.040456757,1602,0.062862973,1037,0.040692199,1029,0.040378277,1027,0.040299796,25484,0.363579,0,0.025714577,2.213233259,-0.085575733
631,sample_631,1052,0.041280804,1595,0.062588291,1036,0.040652959,1039,0.04077068,1047,0.041084602,25484,0.363579,0,0.108566624,2.185005723,-0.089627391
632,sample_632,1137,0.040846386,1719,0.061754562,1126,0.040451214,1135,0.040774537,1133,0.040702687,27836,0.397586,0,0.064888998,2.099328172,-0.110458002
633,sample_633,1153,0.041208006,1720,0.06147248,1154,0.041243746,1160,0.041458184,1148,0.041029307,27980,0.399489,0,0.101247307,2.070340185,-0.028627204
634,sample_634,453,0.039336575,1012,0.087877735,439,0.038120875,445,0.03864189,455,0.039510247,11516,0.159513,18,-0.086911804,4.783859349,-0.351071213
635,sample_635,451,0.039826916,1002,0.088484634,437,0.038590604,432,0.038149064,443,0.039120452,11324,0.15692,18,-0.037611474,4.846226945,-0.30257057
636,sample_636,442,0.039032144,1031,0.091045567,457,0.040356764,466,0.041151537,441,0.038943836,11324,0.15692,18,-0.117520197,5.109399541,-0.120210181
637,sample_637,806,0.041469438,1364,0.070179049,771,0.039668656,778,0.040028813,782,0.040234616,19436,0.275359,0,0.127532491,2.965065172,-0.19125905
638,sample_638,781,0.040183165,1354,0.06966454,771,0.039668656,768,0.039514303,779,0.040080263,19436,0.275359,0,-0.001793157,2.912191967,-0.19125905
640,sample_640,1198,0.040720598,1767,0.060061183,1209,0.041094494,1183,0.040210741,1191,0.040482665,29420,0.420435,0,0.05224193,1.925309102,-0.044037838
644,sample_644,1200,0.041533989,1758,0.060847293,1172,0.040564862,1175,0.040668697,1163,0.040253357,28892,0.412789,0,0.134022587,2.006093245,-0.098723568
645,sample_645,1138,0.040257535,1709,0.060457054,1173,0.041495684,1164,0.041177303,1161,0.041071176,28268,0.404003,0,0.005684197,1.965990537,-0.002613922
646,sample_646,554,0.040508921,1099,0.080359754,544,0.039777713,526,0.038461538,548,0.040070196,13676,0.191224,18,0.030959254,4.011278832,-0.17999868
647,sample_647,559,0.040874525,1138,0.083211465,538,0.039338988,529,0.038680901,559,0.040874525,13676,0.191224,18,0.067718149,4.304333094,-0.225298089
648,sample_648,836,0.041377945,1394,0.068996238,816,0.040388042,813,0.040239557,829,0.041031479,20204,0.286179,0,0.118333497,2.843514374,-0.116980695
649,sample_649,287,0.037389265,860,0.11203752,285,0.037128713,306,0.039864513,306,0.039864513,7676,0.103512,18,-0.282700056,7.266624144,-0.453514417
650,sample_650,291,0.03791037,856,0.111516415,309,0.040255341,284,0.036998437,300,0.039082856,7676,0.103512,18,-0.230306658,7.213073148,-0.130682362
651,sample_651,305,0.039734237,868,0.113079729,314,0.040906722,286,0.037258989,289,0.037649818,7676,0.103512,18,-0.046929763,7.373726136,-0.063425684
652,sample_652,342,0.037319948,912,0.09951986,361,0.039393278,344,0.037538193,343,0.03742907,9164,0.125226,18,-0.289669453,5.980254889,-0.21969251
653,sample_653,361,0.039393278,939,0.102466172,375,0.040920995,344,0.037538193,344,0.037538193,9164,0.125226,18,-0.081210734,6.283030724,-0.061951967
654,sample_654,1387,0.040875869,1961,0.057792055,1405,0.041406342,1410,0.041553696,1375,0.040522221,33932,0.48633,0,0.067853347,1.692123594,-0.01183871
655,sample_655,440,0.03969686,1026,0.092565861,436,0.03933598,457,0.041230603,442,0.039877301,11084,0.15298,18,-0.05068768,5.265631559,-0.225608695
656,sample_656,439,0.03960664,1019,0.09193432,447,0.040328401,422,0.038072898,448,0.040418621,11084,0.15298,18,-0.059758677,5.200731656,-0.12313874
657,sample_657,1127,0.04020979,1705,0.060832025,1162,0.041458541,1133,0.040423862,1154,0.041173113,28028,0.40025,0,0.000883793,2.004524213,-0.006448998
658,sample_658,710,0.039878679,1270,0.071332285,725,0.040721186,698,0.039204673,732,0.041114356,17804,0.251589,0,-0.032407104,3.083576701,-0.082582731
659,sample_659,515,0.039603199,1090,0.083820363,515,0.039603199,503,0.038680406,521,0.040064596,13004,0.181217,18,-0.060104664,4.36690607,-0.198017655
660,sample_660,498,0.038295909,1092,0.083974162,526,0.040449093,530,0.04075669,514,0.0395263,13004,0.181217,18,-0.191543439,4.382711108,-0.110677069
661,sample_661,785,0.040091931,1356,0.069254341,789,0.040296221,778,0.039734423,800,0.040858018,19580,0.276864,0,-0.010966163,2.870038142,-0.126461473
662,sample_662,775,0.039581205,1345,0.068692543,782,0.039938713,784,0.040040858,803,0.041011236,19580,0.276864,0,-0.062315975,2.812305355,-0.163375016
663,sample_663,565,0.039643559,1134,0.07956778,576,0.04041538,552,0.038731406,579,0.040625877,14252,0.199579,18,-0.056046773,3.929892093,-0.114157946
664,sample_664,691,0.039449646,1296,0.073989495,718,0.040991094,702,0.040077643,724,0.041333638,17516,0.247235,18,-0.07554333,3.356643235,-0.054714109
665,sample_665,957,0.041200276,1515,0.065223007,929,0.039994834,943,0.040597555,959,0.041286379,23228,0.330598,0,0.100470091,2.455760633,-0.1575804
666,sample_666,938,0.040382297,1521,0.065481316,962,0.041415533,942,0.040554503,947,0.040769761,23228,0.330598,0,0.018228155,2.482305586,-0.010889729
667,sample_667,589,0.039214381,618,0.04114514,1192,0.079360852,614,0.040878828,618,0.04114514,15020,0.210486,21,-0.099197584,-0.018585982,3.907057532
668,sample_668,558,0.0391524,552,0.038731406,1150,0.080690429,579,0.040625877,553,0.038801572,14252,0.199226,21,-0.105429352,-0.266631783,4.04433964
669,sample_669,566,0.039713724,561,0.039362896,1139,0.079918608,579,0.040625877,575,0.040345215,14252,0.199226,21,-0.048992118,-0.201737084,3.964647178
670,sample_670,1198,0.041395992,1167,0.04032481,1742,0.060193504,1189,0.041085003,1170,0.040428473,28940,0.413759,0,0.12014797,-0.102886656,1.927981807
671,sample_671,1040,0.04012965,1069,0.041248649,1632,0.062972681,1069,0.041248649,1057,0.040785615,25916,0.369885,0,-0.007173775,-0.007948876,2.214938665
672,sample_672,442,0.040402194,447,0.040859232,997,0.091133455,429,0.039213894,436,0.039853748,10940,0.151168,21,0.020228613,-0.047967097,5.122607662
673,sample_673,436,0.039853748,416,0.038025594,1017,0.092961609,452,0.041316271,450,0.041133455,10940,0.151168,21,-0.034913763,-0.339164099,5.311369001
674,sample_674,621,0.040440219,635,0.041351915,1179,0.076777807,625,0.040700703,625,0.040700703,15356,0.215441,21,0.02405176,0.002663093,3.640351752
675,sample_675,601,0.039137796,606,0.039463402,1184,0.077103412,610,0.039723886,621,0.040440219,15356,0.215441,21,-0.106897617,-0.191408701,3.673971332
676,sample_676,1277,0.040560285,1290,0.040973193,1846,0.058632956,1277,0.040560285,1283,0.040750858,31484,0.45078,0,0.036123526,-0.036256013,1.766851463
677,sample_677,908,0.040084761,934,0.041232562,1491,0.065822002,920,0.040614515,924,0.0407911,22652,0.322241,0,-0.011687037,-0.009602071,2.509138097
678,sample_678,946,0.039821519,978,0.041168547,1544,0.064994107,972,0.040915979,979,0.041210642,23756,0.338278,0,-0.038154155,-0.016180568,2.423655834
679,sample_679,790,0.040646224,768,0.039514303,1364,0.070179049,787,0.040491871,786,0.04044042,19436,0.275463,0,0.044764076,-0.186177849,2.959013855
680,sample_680,802,0.041263634,787,0.040491871,1340,0.068944227,805,0.041417987,782,0.040234616,19436,0.275463,0,0.106840387,-0.085718759,2.831515458
681,sample_681,394,0.041058774,370,0.038557732,945,0.098478533,385,0.040120884,370,0.038557732,9596,0.131843,21,0.086243162,-0.284479253,5.881004927
682,sample_682,592,0.039924467,607,0.040936067,1171,0.078972215,592,0.039924467,594,0.040059347,14828,0.207699,21,-0.027803416,-0.040071226,3.86692976
683,sample_683,592,0.039924467,574,0.038710548,1167,0.078702455,582,0.039250067,576,0.038845428,14828,0.207699,21,-0.027803416,-0.268775294,3.839076388
684,sample_684,288,0.037755637,310,0.040639748,886,0.116151023,314,0.041164132,299,0.039197693,7628,0.102732,21,-0.245863953,-0.070522218,7.705732839
685,sample_685,314,0.041164132,309,0.040508652,849,0.111300472,307,0.04024646,275,0.03605139,7628,0.102732,21,0.09683613,-0.083994211,7.204901595
688,sample_688,315,0.037517866,309,0.03680324,895,0.10659838,325,0.038708909,338,0.040257265,8396,0.114371,21,-0.269770194,-0.46477858,6.719399089
689,sample_689,800,0.041365047,772,0.03991727,1371,0.070889349,782,0.040434333,763,0.039451913,19340,0.273436,0,0.117036651,-0.144767248,3.032354001
690,sample_690,762,0.039400207,763,0.039451913,1360,0.070320579,786,0.040641158,792,0.040951396,19340,0.273436,0,-0.080514094,-0.19258934,2.973627167
691,sample_691,883,0.041161663,885,0.041254895,1429,0.066613836,874,0.040742122,866,0.040369196,21452,0.304852,0,0.096587899,-0.007307096,2.590896803
692,sample_692,1334,0.040755224,1326,0.040510815,1924,0.058780398,1354,0.041366247,1322,0.040388611,32732,0.469277,0,0.055723331,-0.083771955,1.782075208
693,sample_693,1260,0.040577096,1270,0.040899137,1835,0.059094422,1255,0.040416076,1279,0.041188973,31052,0.444317,0,0.037813843,-0.043866311,1.814498943
694,sample_694,426,0.041295076,398,0.038580845,971,0.09412563,388,0.037611477,392,0.037999225,10316,0.141793,21,0.11000157,-0.282104071,5.431557056
695,sample_695,414,0.040131834,403,0.039065529,959,0.092962389,391,0.037902288,415,0.040228771,10316,0.141793,21,-0.006954148,-0.23229583,5.311449512
696,sample_696,794,0.041156956,777,0.040275762,1361,0.070547377,780,0.040431267,773,0.040068422,19292,0.272681,0,0.096114644,-0.10792704,2.997044621
697,sample_697,1272,0.041411642,1244,0.040500065,1814,0.059057169,1272,0.041411642,1275,0.041509311,30716,0.439606,0,0.12172151,-0.084876671,1.810652442
698,sample_698,1186,0.041324042,1165,0.040592334,1756,0.061184669,1152,0.040139373,1154,0.040209059,28700,0.410335,0,0.112913916,-0.075394667,2.030322043
699,sample_699,1297,0.041195528,1301,0.041322577,1868,0.059331724,1280,0.040655571,1283,0.040750858,31484,0.45076,0,0.09999275,-0.000351809,1.839000934
700,sample_700,1260,0.04108517,1239,0.040400417,1808,0.058953959,1256,0.040954741,1236,0.040302596,30668,0.438998,0,0.088897065,-0.095116907,1.799995717
701,sample_701,577,0.039553057,565,0.038730463,1138,0.078009323,573,0.039278859,597,0.040924047,14588,0.204487,21,-0.065146058,-0.266728662,3.7675088
702,sample_702,593,0.040649849,581,0.039827255,1155,0.079174664,575,0.039415958,592,0.0405813,14588,0.204487,21,0.045128614,-0.154017544,3.887833155
703,sample_703,846,0.039883085,844,0.039788799,1446,0.068168961,855,0.040307373,857,0.040401659,21212,0.300709,0,-0.031964102,-0.1579695,2.751467317
704,sample_704,885,0.039743129,903,0.040551464,1464,0.065744566,911,0.040910724,909,0.040820909,22268,0.316244,0,-0.046035677,-0.079594699,2.501142612
705,sample_705,912,0.040955631,902,0.040506556,1483,0.066597809,904,0.040596371,910,0.040865816,22268,0.316244,0,0.075872853,-0.084209589,2.589241974
706,sample_706,1177,0.041079157,1189,0.041497976,1752,0.061147564,1182,0.041253665,1169,0.040799944,28652,0.409788,0,0.088292457,0.017672974,2.026490849
707,sample_707,1372,0.041191305,1382,0.041491534,1922,0.057703855,1370,0.04113126,1380,0.041431488,33308,0.477108,0,0.099568208,0.017010951,1.670919456
708,sample_708,638,0.039686489,634,0.039437671,1236,0.076884797,657,0.040868375,642,0.039935307,16076,0.226069,21,-0.051730427,-0.194052917,3.651398783
709,sample_709,1065,0.041401026,1052,0.040895662,1640,0.063753693,1057,0.041090033,1030,0.040040429,25724,0.366777,0,0.12065416,-0.044223447,2.295580077
710,sample_710,540,0.038938564,567,0.040885492,1130,0.08148255,566,0.040813383,560,0.040380733,13868,0.193922,21,-0.126929057,-0.045268546,4.126128008
711,sample_711,554,0.039948082,549,0.03958754,1138,0.082059417,559,0.040308624,561,0.040452841,13868,0.193922,21,-0.025429126,-0.178651767,4.185691003
712,sample_712,859,0.041337825,861,0.041434071,1424,0.06852743,861,0.041434071,828,0.039846006,20780,0.294895,0,0.114299702,0.01110587,2.788480147
713,sample_713,299,0.039697292,306,0.04062666,848,0.112586298,284,0.037705789,309,0.04102496,7532,0.101756,21,-0.050644324,-0.071867271,7.337666336
714,sample_714,301,0.039962825,301,0.039962825,879,0.116702071,295,0.039166224,303,0.040228359,7532,0.101756,21,-0.023946785,-0.14008578,7.76262996
715,sample_715,295,0.039166224,278,0.036909187,864,0.114710568,293,0.03890069,298,0.039564525,7532,0.101756,21,-0.104039402,-0.453890919,7.5570024
716,sample_716,656,0.039394667,684,0.041076147,1237,0.074285371,671,0.04029546,686,0.041196253,16652,0.234705,21,-0.081071053,-0.025675983,3.383001665
717,sample_717,777,0.039977362,804,0.041366536,1363,0.070127598,806,0.041469438,800,0.041160733,19436,0.275356,0,-0.022485261,0.004165689,2.953701422
718,sample_718,772,0.039720107,794,0.040852027,1373,0.070642107,778,0.040028813,768,0.039514303,19436,0.275356,0,-0.04835039,-0.048707516,3.006825754
719,sample_719,1351,0.041033896,1358,0.041246507,1927,0.058528733,1335,0.040547929,1332,0.04045681,32924,0.471951,0,0.08374183,-0.008169036,1.756090123
720,sample_720,1008,0.04008271,1013,0.040281533,1609,0.063981231,1005,0.039963417,1024,0.040718944,25148,0.35837,0,-0.011893188,-0.107333951,2.31907394
