Supplementary_Table1:  Summary of population data (MS+Seq-Gen+ART),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,sample,chr13_count,chr13_prob,chr18_count,chr18_prob,chr21_count,chr21_prob,chrX_count,chrX_prob,chrY_count,chrY_prob,total,coverage,trisomy,Z_score_CHR13,Z_score_CHR18,Z_score_CHR21
614,sample_614,1379,0.041461215,1927,0.057937462,1361,0.040920024,1351,0.040619363,1342,0.040348767,33260,0.476798,0,0.130156026,1.727055767,-0.079261314
615,sample_615,619,0.039088154,1194,0.075397828,653,0.04123516,639,0.040351099,623,0.039340743,15836,0.222429,18,-0.111106794,3.545654383,-0.046307603
616,sample_616,967,0.040298383,1550,0.064594099,975,0.040631772,962,0.040090015,970,0.040423404,23996,0.341571,0,0.011934024,2.420383191,-0.109403748
617,sample_617,853,0.041049086,1429,0.068768046,832,0.040038499,856,0.041193455,858,0.041289702,20780,0.295061,0,0.088255964,2.85512407,-0.171442167
618,sample_618,830,0.039942252,1430,0.068816169,831,0.039990375,832,0.040038499,852,0.041000962,20780,0.295061,0,-0.024272858,2.860136381,-0.176474395
619,sample_619,1359,0.040509121,1948,0.058066055,1391,0.041462978,1369,0.040807202,1375,0.04098605,33548,0.480744,0,0.033359217,1.740449392,-0.022484741
620,sample_620,822,0.040113215,1394,0.068026547,818,0.039918017,836,0.040796408,841,0.041040406,20492,0.290784,0,-0.00689153,2.77789261,-0.184040909
621,sample_621,1218,0.040347158,1791,0.05932821,1252,0.041473433,1230,0.040744667,1218,0.040347158,30188,0.432232,0,0.016892823,1.871910206,-0.021391493
622,sample_622,1326,0.041052632,1890,0.058513932,1334,0.04130031,1308,0.040495356,1330,0.041176471,32300,0.463006,0,0.088616468,1.787098416,-0.03949497
623,sample_623,686,0.040267668,1261,0.074019723,672,0.039445879,700,0.041089458,691,0.040561165,17036,0.240283,18,0.008811353,3.402116752,-0.233412181
624,sample_624,1337,0.041270527,1916,0.059143104,1325,0.040900111,1340,0.041363131,1338,0.041301395,32396,0.464147,0,0.11076934,1.85263036,-0.081343603
625,sample_625,1397,0.041170576,1982,0.05841094,1383,0.040757987,1410,0.041553696,1376,0.040551692,33932,0.486351,0,0.100607609,1.776371162,-0.096205525
626,sample_626,646,0.04079313,1226,0.07741854,640,0.040414246,650,0.041045719,640,0.040414246,15836,0.222489,18,0.062233589,3.756123324,-0.132150369
627,sample_627,408,0.038651004,1002,0.094922319,431,0.04082986,405,0.038366806,416,0.039408867,10556,0.145303,18,-0.155550613,5.579243731,-0.088689763
628,sample_628,1119,0.040833455,1692,0.061742811,1108,0.040432054,1107,0.040395563,1120,0.040869946,27404,0.3913,0,0.066333364,2.123404986,-0.130288224
629,sample_629,752,0.040701451,1307,0.07074042,730,0.039510717,747,0.040430829,735,0.039781338,18476,0.261218,0,0.052912823,3.060558276,-0.226632165
630,sample_630,729,0.039456592,1302,0.070469799,743,0.040214332,738,0.039943711,763,0.041296817,18476,0.261218,0,-0.073648603,3.032371488,-0.153055306
631,sample_631,1177,0.040402307,1760,0.060414664,1185,0.040676919,1178,0.040436633,1180,0.040505286,29132,0.416259,0,0.022499669,1.985070752,-0.104682751
632,sample_632,782,0.040135496,1374,0.070519401,777,0.039878875,781,0.040084172,781,0.040084172,19484,0.275817,0,-0.004626292,3.037537812,-0.188133956
633,sample_633,1077,0.041327705,1627,0.062432847,1068,0.040982348,1049,0.040253262,1061,0.040713738,26060,0.371754,0,0.116582482,2.19527625,-0.072744073
634,sample_634,751,0.041074163,1307,0.071483264,737,0.040308466,735,0.040199081,736,0.040253774,18284,0.258416,0,0.090805531,3.137929805,-0.14321171
635,sample_635,980,0.040921998,1559,0.065099382,958,0.040003341,962,0.040170369,982,0.041005512,23948,0.340937,0,0.075335264,2.473011352,-0.175118627
636,sample_636,968,0.040420912,1562,0.065224653,972,0.040587941,965,0.040295641,965,0.040295641,23948,0.340937,0,0.024391213,2.4860591,-0.113987186
637,sample_637,1219,0.040380284,1808,0.059891348,1244,0.041208427,1246,0.041274679,1216,0.040280906,30188,0.432249,0,0.02026063,1.93056427,-0.049103086
638,sample_638,702,0.039643099,1296,0.07318726,708,0.039981929,698,0.039417213,722,0.040772532,17708,0.250221,0,-0.05468695,3.315410894,-0.177357621
641,sample_641,705,0.040248915,1263,0.072105504,724,0.041333638,690,0.039392555,707,0.040363097,17516,0.247095,18,0.006904766,3.202739667,-0.036009849
642,sample_642,301,0.040219134,844,0.112773918,285,0.03808124,270,0.036076964,278,0.037145911,7484,0.100618,18,0.003876998,7.438591573,-0.376112101
643,sample_643,1439,0.041412455,1990,0.057269483,1408,0.040520318,1429,0.041124669,1443,0.04152757,34748,0.498475,0,0.1251988,1.657481839,-0.121058484
644,sample_644,1406,0.041144797,1970,0.057649538,1414,0.041378907,1414,0.041378907,1392,0.040735105,34172,0.489822,0,0.097986672,1.697066726,-0.031276095
645,sample_645,1311,0.040348393,1897,0.058383602,1330,0.040933153,1330,0.040933153,1323,0.040717715,32492,0.465198,0,0.017018448,1.773523812,-0.077888448
646,sample_646,1129,0.040629049,1719,0.061861235,1138,0.040952929,1152,0.041456744,1114,0.040089247,27788,0.396599,0,0.045551902,2.135739513,-0.07582042
647,sample_647,1146,0.041240823,1688,0.060745646,1115,0.040125234,1138,0.040952929,1134,0.040808982,27788,0.396599,0,0.107749428,2.019544381,-0.162372277
648,sample_648,638,0.040166205,1199,0.075484765,657,0.041362377,620,0.039032989,649,0.040858726,15884,0.223391,18,-0.00150417,3.554709358,-0.033004576
649,sample_649,1130,0.040179206,1717,0.06105106,1141,0.040570331,1167,0.041494809,1141,0.040570331,28124,0.402093,0,-0.000182353,2.051355025,-0.11582857
650,sample_650,456,0.04096299,992,0.089112469,442,0.039705354,438,0.039346029,420,0.037729069,11132,0.154022,18,0.079502804,4.974114005,-0.206278999
651,sample_651,699,0.040126292,1279,0.073421355,713,0.040929966,719,0.041274397,698,0.040068886,17420,0.245541,18,-0.005562056,3.339793226,-0.078221734
652,sample_652,694,0.039839265,1267,0.072732491,702,0.040298507,704,0.040413318,716,0.041102181,17420,0.245541,18,-0.034743268,3.268044098,-0.144253115
653,sample_653,428,0.041296797,985,0.095040525,406,0.039174064,417,0.04023543,405,0.039077576,10364,0.142477,18,0.113440078,5.591555556,-0.261835818
654,sample_654,1290,0.040724839,1854,0.058530117,1293,0.040819548,1279,0.040377573,1300,0.041040535,31676,0.453637,0,0.055290666,1.788784235,-0.089768072
655,sample_655,791,0.041206501,1333,0.06944155,781,0.040685559,761,0.039643676,757,0.039435299,19196,0.271271,0,0.104259999,2.925273443,-0.103779202
656,sample_656,772,0.040216712,1334,0.069493645,757,0.039435299,783,0.040789748,757,0.039435299,19196,0.271271,0,0.003630725,2.930699355,-0.234518559
657,sample_657,1409,0.041232588,1962,0.057415428,1420,0.041554489,1383,0.040471731,1381,0.040413204,34172,0.489821,0,0.106912168,1.672682828,-0.012915502
658,sample_658,503,0.038823711,1086,0.083822167,523,0.040367397,526,0.04059895,533,0.041139241,12956,0.180948,18,-0.137991966,4.423098358,-0.137049321
659,sample_659,511,0.039441186,1101,0.084979932,521,0.040213029,524,0.040444582,528,0.040753319,12956,0.180948,18,-0.07521497,4.543686291,-0.153191602
660,sample_660,1261,0.041311755,1819,0.059592452,1257,0.04118071,1261,0.041311755,1254,0.041082427,30524,0.436855,0,0.114960826,1.899432543,-0.052001437
661,sample_661,1039,0.04061767,1607,0.062822518,1030,0.040265833,1035,0.040461298,1044,0.040813135,25580,0.364398,0,0.044395085,2.23586268,-0.147669907
662,sample_662,688,0.040845405,1249,0.074151033,686,0.040726668,665,0.039479934,689,0.040904773,16844,0.237475,18,0.067548281,3.41579346,-0.099480472
663,sample_663,662,0.039301829,1258,0.074685348,684,0.040607932,689,0.040904773,678,0.040251722,16844,0.237475,18,-0.089383027,3.471445464,-0.111896726
664,sample_664,1355,0.040857556,1932,0.05825594,1377,0.041520926,1354,0.040827403,1365,0.041159088,33164,0.475459,0,0.068783691,1.760227078,-0.016425148
665,sample_665,887,0.040800368,1460,0.067157314,871,0.040064397,891,0.040984361,873,0.040156394,21740,0.308617,0,0.062969498,2.687356912,-0.16873393
666,sample_666,768,0.040514877,1325,0.069898713,758,0.039987339,774,0.040831399,754,0.039776324,18956,0.268043,0,0.033944343,2.972889575,-0.176791896
667,sample_667,745,0.041398088,720,0.040008891,1306,0.072571683,746,0.041453656,745,0.041398088,17996,0.2538,0,0.123738152,-0.140309253,3.230542988
668,sample_668,435,0.037931636,469,0.040896407,1038,0.090512731,469,0.040896407,469,0.040896407,11468,0.158664,21,-0.228686879,-0.047869243,5.106632969
669,sample_669,458,0.039937217,451,0.039326822,1020,0.088943146,473,0.041245204,455,0.039675619,11468,0.158664,21,-0.024784811,-0.211350644,4.94250195
670,sample_670,1279,0.040623809,1284,0.04078262,1862,0.059141151,1281,0.040687333,1284,0.04078262,31484,0.450773,0,0.045019207,-0.059720889,1.826116392
671,sample_671,1409,0.041174752,1403,0.040999416,1957,0.057188778,1403,0.040999416,1385,0.040473407,34220,0.490717,0,0.101032087,-0.037140345,1.621957387
672,sample_672,569,0.03939352,577,0.039947383,1130,0.078233176,587,0.040639712,582,0.040293547,14444,0.202477,21,-0.080061021,-0.146715655,3.822563673
673,sample_673,523,0.040821105,526,0.041055261,1072,0.083671558,494,0.038557602,520,0.04058695,12812,0.178726,21,0.065077797,-0.031323748,4.391253573
674,sample_674,1259,0.040357738,1280,0.041030901,1828,0.058597256,1276,0.04090268,1283,0.041127068,31196,0.446547,0,0.017968501,-0.033860911,1.769241458
675,sample_675,659,0.039920039,682,0.041313303,1250,0.075720863,665,0.040283499,670,0.040586382,16508,0.232148,21,-0.026531235,-0.004447178,3.559851784
676,sample_676,1028,0.040645263,1049,0.041475565,1591,0.062905266,1015,0.040131267,1034,0.040882492,25292,0.36062,0,0.047200419,0.012453432,2.219728797
677,sample_677,515,0.040500157,512,0.040264234,1071,0.084224599,516,0.040578798,516,0.040578798,12716,0.177195,21,0.032447873,-0.113713776,4.449084903
678,sample_678,522,0.041050645,521,0.040972004,1074,0.084460522,522,0.041050645,526,0.041365209,12716,0.177195,21,0.088414483,-0.039995441,4.473755325
679,sample_679,1436,0.041269111,1431,0.041125417,1990,0.057190482,1407,0.040435682,1412,0.040579377,34796,0.499342,0,0.110625396,-0.024016591,1.622135487
680,sample_680,925,0.040921961,925,0.040921961,1509,0.066758096,911,0.040302601,925,0.040921961,22604,0.321139,0,0.075331508,-0.045207716,2.622617998
681,sample_681,735,0.040304891,718,0.039372669,1326,0.072713314,752,0.041237113,734,0.040250055,18236,0.257514,0,0.012595712,-0.206575415,3.245353375
682,sample_682,833,0.041426298,810,0.040282475,1391,0.069176447,831,0.041326835,796,0.039586234,20108,0.285178,0,0.12660614,-0.111813911,2.875504254
683,sample_683,1242,0.040561724,1272,0.041541476,1827,0.059666884,1250,0.040822992,1250,0.040822992,30620,0.438304,0,0.038707235,0.019318421,1.881092167
686,sample_686,930,0.040710909,925,0.040492033,1500,0.065662756,924,0.040448258,910,0.039835405,22844,0.324658,0,0.053874418,-0.089987197,2.508078645
687,sample_687,940,0.04114866,911,0.039879181,1518,0.066450709,917,0.040141832,933,0.040842234,22844,0.324658,0,0.098379471,-0.153819339,2.590474658
688,sample_688,471,0.040729851,452,0.039086821,1048,0.090626081,472,0.040816327,476,0.041162228,11564,0.160425,21,0.05580025,-0.236348175,5.118485929
689,sample_689,1112,0.040156002,1116,0.040300448,1698,0.061317348,1138,0.041094901,1119,0.040408782,27692,0.395345,0,-0.002541507,-0.109941904,2.053680641
690,sample_690,905,0.041354414,869,0.039709377,1478,0.067537927,882,0.040303418,881,0.040257723,21884,0.310804,0,0.119297904,-0.171505394,2.704164724
691,sample_691,908,0.041491501,903,0.041263023,1475,0.067400841,900,0.041125937,904,0.041308719,21884,0.310804,0,0.13323512,-0.009684073,2.689829635
692,sample_692,899,0.040371834,919,0.041269984,1470,0.066014011,889,0.039922759,915,0.041090354,22268,0.31638,0,0.019401588,-0.008959084,2.544809279
693,sample_693,1319,0.040594608,1325,0.040779269,1916,0.058968361,1330,0.040933153,1346,0.041425582,32492,0.465641,0,0.042050417,-0.060069915,1.808047835
694,sample_694,694,0.040968123,702,0.041440378,1268,0.07485242,701,0.041381346,665,0.039256198,16940,0.23868,21,0.080024683,0.008788439,3.469039037
695,sample_695,1133,0.040285877,1133,0.040285877,1738,0.061797753,1146,0.040748115,1165,0.041423695,28124,0.402116,0,0.010662549,-0.111459553,2.103916429
696,sample_696,870,0.041294855,854,0.040535409,1406,0.066736283,836,0.039681033,857,0.040677805,21068,0.298818,0,0.113242655,-0.08546931,2.620336977
697,sample_697,1357,0.041216134,1351,0.041033896,1905,0.057860527,1351,0.041033896,1343,0.040790912,32924,0.471847,0,0.105239338,-0.03354898,1.692201953
698,sample_698,1147,0.040575916,1141,0.040363662,1723,0.060952314,1161,0.041071176,1150,0.040682043,28268,0.403719,0,0.040150084,-0.103357766,2.015509105
699,sample_699,334,0.038461538,320,0.036849378,898,0.103408567,332,0.03823123,338,0.038922156,8684,0.118285,21,-0.174813088,-0.469390879,6.455146657
700,sample_700,355,0.040879779,336,0.038691847,894,0.10294795,352,0.040534316,341,0.039267619,8684,0.118285,21,0.071042995,-0.277487025,6.406980054
701,sample_701,548,0.040785948,556,0.041381364,1128,0.083953558,516,0.038404287,532,0.039595118,13436,0.187704,21,0.061503477,0.002641756,4.420742195
702,sample_702,827,0.039614869,859,0.041147729,1437,0.068835026,849,0.04066871,837,0.040093888,20876,0.296387,0,-0.057557061,-0.021692589,2.839801931
703,sample_703,827,0.039614869,835,0.039998084,1431,0.068547614,847,0.040572907,833,0.03990228,20876,0.296387,0,-0.057557061,-0.141434858,2.80974741
704,sample_704,573,0.038894923,591,0.040116753,1145,0.077721966,595,0.04038827,570,0.038691284,14732,0.206816,21,-0.130752072,-0.129074821,3.769106534
705,sample_705,945,0.039940828,950,0.040152156,1546,0.06534235,948,0.040067625,970,0.040997464,23660,0.336464,0,-0.024417609,-0.125387404,2.474573874
706,sample_706,343,0.041087686,324,0.038811691,901,0.107930043,334,0.040009583,333,0.039889794,8348,0.113529,21,0.092180325,-0.265004539,6.927955989
707,sample_707,321,0.038452324,338,0.04048874,884,0.105893627,340,0.040728318,306,0.036655486,8348,0.113529,21,-0.175749907,-0.090330193,6.715008597
711,sample_711,1008,0.040391088,1008,0.040391088,1595,0.063912486,1019,0.040831864,1001,0.040110595,24956,0.355886,0,0.021359121,-0.100501165,2.325053433
712,sample_712,597,0.039874432,588,0.03927331,1190,0.079481699,585,0.039072936,588,0.03927331,14972,0.210249,21,-0.031167927,-0.21692426,3.953121319
713,sample_713,594,0.039674058,618,0.04127705,1152,0.076943628,615,0.041076676,594,0.039674058,14972,0.210249,21,-0.051539422,-0.00822305,3.687716
714,sample_714,447,0.038023137,470,0.039979585,1057,0.089911535,463,0.039384144,470,0.039979585,11756,0.163432,21,-0.219384189,-0.14336164,5.043766029
715,sample_715,730,0.040782123,703,0.039273743,1293,0.072234637,718,0.040111732,741,0.041396648,17900,0.252837,0,0.061114569,-0.216879178,3.195298219
716,sample_716,714,0.039888268,708,0.039553073,1287,0.071899441,736,0.041117318,723,0.040391061,17900,0.252837,0,-0.029761269,-0.187785374,3.160246925
717,sample_717,1067,0.040422791,1056,0.040006062,1630,0.061751781,1088,0.041218366,1085,0.041104713,26396,0.376336,0,0.024582283,-0.140603945,2.099109126
718,sample_718,479,0.038542002,475,0.038220148,1086,0.087383328,510,0.041036369,513,0.04127776,12428,0.173129,21,-0.166632581,-0.326617222,4.779392238
720,sample_720,489,0.038310874,500,0.039172673,1090,0.085396427,501,0.039251018,490,0.03838922,12764,0.178004,21,-0.19013071,-0.227406193,4.571622655
721,sample_721,324,0.037104902,340,0.038937242,900,0.103069171,357,0.040884104,320,0.036646816,8732,0.118808,21,-0.312738765,-0.251927682,6.419656056
722,sample_722,354,0.040540541,332,0.038021072,896,0.102611086,330,0.037792029,329,0.037677508,8732,0.118808,21,0.036553532,-0.347352159,6.371754226
723,sample_723,329,0.037677508,345,0.039509849,916,0.104901512,322,0.036875859,357,0.040884104,8732,0.118808,21,-0.254523382,-0.192287383,6.611263378
724,sample_724,1230,0.040423294,1254,0.041212042,1806,0.059353227,1261,0.041442093,1225,0.040258972,30428,0.435635,0,0.024633422,-0.014994111,1.848293139
725,sample_725,1368,0.040373037,1393,0.041110849,1943,0.057342699,1386,0.040904262,1371,0.040461575,33884,0.485802,0,0.019523935,-0.025533926,1.638052768
726,sample_726,898,0.040944738,894,0.040762356,1467,0.066888565,909,0.041446289,886,0.040397593,21932,0.311651,0,0.077647243,-0.061831437,2.636261074
727,sample_727,809,0.040718744,794,0.039963761,1363,0.068602778,784,0.039460439,816,0.041071069,19868,0.281763,0,0.054670975,-0.145009809,2.815515878
728,sample_728,955,0.040445536,947,0.040106725,1528,0.064712858,952,0.040318482,965,0.04086905,23612,0.336117,0,0.02689469,-0.130119217,2.408748078
729,sample_729,969,0.041038455,959,0.040614942,1514,0.064119939,960,0.040657293,974,0.041250212,23612,0.336117,0,0.087175175,-0.077185548,2.346746734
730,sample_730,1220,0.041536157,1210,0.041195697,1755,0.059750783,1189,0.04048073,1220,0.041536157,29372,0.419902,0,0.137775202,-0.016696534,1.889865425
731,sample_731,938,0.040133493,957,0.040946432,1511,0.064650009,941,0.040261852,948,0.040561355,23372,0.332582,0,-0.004829904,-0.042658928,2.402175944
732,sample_732,869,0.041153628,859,0.040680053,1428,0.067626444,872,0.0412957,848,0.040159121,21116,0.299265,0,0.098884463,-0.070403808,2.713420935
733,sample_733,735,0.041061453,702,0.039217877,1310,0.073184358,730,0.040782123,709,0.039608939,17900,0.252553,0,0.089513269,-0.222697938,3.294610221
734,sample_734,1205,0.040958532,1184,0.040244731,1776,0.060367097,1207,0.041026513,1215,0.041298436,29420,0.420999,0,0.079049574,-0.115745081,1.954313208
735,sample_735,559,0.039090909,569,0.03979021,1164,0.081398601,553,0.038671329,559,0.039090909,14300,0.200024,21,-0.110826648,-0.163086159,4.153571201
736,sample_736,556,0.038881119,563,0.039370629,1143,0.07993007,562,0.039300699,557,0.038951049,14300,0.200024,21,-0.132155461,-0.2067879,4.000007313
737,sample_737,349,0.039967934,357,0.040884104,920,0.105359597,351,0.040196977,337,0.038593678,8732,0.118929,21,-0.021661851,-0.049150667,6.659165208
738,sample_738,816,0.040677966,820,0.040877368,1365,0.068045862,794,0.039581256,829,0.041326022,20060,0.284252,0,0.050525224,-0.049852318,2.757279349
739,sample_739,813,0.040528415,798,0.039780658,1375,0.068544367,830,0.041375872,805,0.040129611,20060,0.284252,0,0.035320736,-0.164081031,2.809407811
740,sample_740,685,0.040322581,689,0.040558041,1247,0.073404756,686,0.040381446,666,0.039204144,16988,0.239303,21,0.014394128,-0.083112075,3.317657252
741,sample_741,1399,0.041171277,1410,0.041494997,1957,0.057592702,1400,0.041200706,1372,0.040376692,33980,0.486923,0,0.100678855,0.014477352,1.664195502
742,sample_742,810,0.041267577,798,0.040656205,1361,0.069339719,776,0.039535358,784,0.039942939,19628,0.278048,0,0.110469391,-0.072887676,2.892577514
